realization	parameter	index	value
14	kd	0	
14	kd	1	
14	kd	2	
14	kd	3	
14	kd	4	
14	kd	5	
14	kf	0	0.8110738861952054
14	kf	1	1.0
14	kf	2	0.3501176838438702
14	kf	3	0.7228208094397947
14	kf	4	0.2666758787298746
14	kf	5	0.7040209118162278
15	kd	0	
15	kd	1	
15	kd	2	
15	kd	3	
15	kd	4	
15	kd	5	
15	kd	6	
15	kd	7	
15	kf	0	1.0
15	kf	1	0.05300829648312971
15	kf	2	0.7057916566775475
15	kf	3	0.4619153188406833
15	kf	4	0.43821089933453494
15	kf	5	0.5889485205409593
15	kf	6	0.22765472204109446
15	kf	7	0.42641676883284996
16	kd	0	
16	kd	1	
16	kd	2	
16	kd	3	
16	kd	4	
16	kd	5	
16	kd	6	
16	kd	7	
16	kd	8	
16	kd	9	
16	kd	10	
16	kd	11	
16	kf	0	0.17900338092607423
16	kf	1	0.37594150131903176
16	kf	2	0.0736783584585632
16	kf	3	0.6054965308518736
16	kf	4	0.6837306435760769
16	kf	5	0.5823459795256626
16	kf	6	0.0027065953674730602
16	kf	7	0.31118415103939756
16	kf	8	0.4036380726443519
16	kf	9	0.5555632454428586
16	kf	10	1.0
16	kf	11	0.056628750608754684
17	kd	0	
17	kd	1	
17	kd	2	
17	kd	3	
17	kd	4	
17	kd	5	
17	kf	0	0.4587386744041329
17	kf	1	0.5426774226245905
17	kf	2	0.7882249739189611
17	kf	3	0.6467720317798906
17	kf	4	0.05782643135702517
17	kf	5	1.0
18	kd	0	
18	kd	1	
18	kd	2	
18	kf	0	1.0
18	kf	1	0.5480477309970324
18	kf	2	0.2923481013143305
19	kd	0	
19	kd	1	
19	kd	2	
19	kd	3	
19	kd	4	
19	kd	5	
19	kd	6	
19	kd	7	
19	kd	8	
19	kd	9	
19	kf	0	0.014133744276670118
19	kf	1	0.33833812446113665
19	kf	2	0.31527465936284454
19	kf	3	0.5696806451827797
19	kf	4	0.800772665669435
19	kf	5	0.8835324671309546
19	kf	6	1.0
19	kf	7	0.8031934293121094
19	kf	8	0.28693480633454893
19	kf	9	0.33960377656013363
20	kd	0	
20	kd	1	
20	kd	2	
20	kd	3	
20	kd	4	
20	kd	5	
20	kd	6	
20	kd	7	
20	kd	8	
20	kd	9	
20	kd	10	
20	kf	0	1.0
20	kf	1	0.03708457683141695
20	kf	2	0.7134503890101618
20	kf	3	0.03698626872088259
20	kf	4	0.44264311576301446
20	kf	5	0.5127594308118936
20	kf	6	0.928148804065019
20	kf	7	0.004159819426701275
20	kf	8	0.6476742879079584
20	kf	9	0.506671313219419
20	kf	10	0.8579480114482106
21	kd	0	
21	kd	1	
21	kd	2	
21	kd	3	
21	kd	4	
21	kf	0	0.4886352980600007
21	kf	1	0.8430585392877852
21	kf	2	0.03608184712981822
21	kf	3	1.0
21	kf	4	0.16480884579860353
22	kd	0	
22	kd	1	
22	kd	2	
22	kd	3	
22	kd	4	
22	kd	5	
22	kd	6	
22	kd	7	
22	kf	0	0.3001398803992705
22	kf	1	0.27166026644682806
22	kf	2	0.08328278592736223
22	kf	3	0.7698071581005178
22	kf	4	0.9282176406816129
22	kf	5	0.19564818131405204
22	kf	6	0.7861071433376944
22	kf	7	1.0
23	kd	0	
23	kd	1	
23	kd	2	
23	kd	3	
23	kd	4	
23	kd	5	
23	kd	6	
23	kd	7	
23	kf	0	0.7773411520440296
23	kf	1	0.8862278777334311
23	kf	2	0.34451751432618827
23	kf	3	0.02198628263148886
23	kf	4	0.05617587076709864
23	kf	5	0.3943948250839419
23	kf	6	0.492999450113249
23	kf	7	1.0
24	kd	0	
24	kd	1	
24	kd	2	
24	kd	3	
24	kd	4	
24	kd	5	
24	kd	6	
24	kd	7	
24	kd	8	
24	kd	9	
24	kd	10	
24	kd	11	
24	kf	0	0.28419737371327836
24	kf	1	0.9595967920666072
24	kf	2	0.6457778793040718
24	kf	3	0.6421245980201007
24	kf	4	0.44410563829615246
24	kf	5	0.23294601732786713
24	kf	6	1.0
24	kf	7	0.08850973013577441
24	kf	8	0.4333259515056136
24	kf	9	0.9538793566636603
24	kf	10	0.6070752406708299
24	kf	11	0.08608447532390548
25	kd	0	
25	kd	1	
25	kd	2	
25	kd	3	
25	kd	4	
25	kd	5	
25	kd	6	
25	kd	7	
25	kd	8	
25	kd	9	
25	kd	10	
25	kf	0	0.4746219395788846
25	kf	1	0.822375563615811
25	kf	2	0.6487327596649013
25	kf	3	0.5469222090729033
25	kf	4	0.44009824085967697
25	kf	5	0.870234818759779
25	kf	6	1.0
25	kf	7	0.521108123150686
25	kf	8	0.6406983803946358
25	kf	9	0.31474814473681983
25	kf	10	0.3123207213315882
26	kd	0	
26	kd	1	
26	kd	2	
26	kd	3	
26	kd	4	
26	kd	5	
26	kd	6	
26	kd	7	
26	kd	8	
26	kf	0	1.0
26	kf	1	0.7406616596247959
26	kf	2	0.5488423301442608
26	kf	3	0.04129656048460855
26	kf	4	0.050419528374399315
26	kf	5	0.7351360097696653
26	kf	6	0.4415329913327033
26	kf	7	0.42130129965025603
26	kf	8	0.13360616719521168
27	kd	0	
27	kd	1	
27	kd	2	
27	kd	3	
27	kd	4	
27	kf	0	0.20966282635929578
27	kf	1	0.8604826607375342
27	kf	2	0.46900731749038793
27	kf	3	0.620821503475372
27	kf	4	1.0
28	kd	0	
28	kd	1	
28	kd	2	
28	kd	3	
28	kd	4	
28	kd	5	
28	kd	6	
28	kd	7	
28	kf	0	1.0
28	kf	1	0.47909208327435615
28	kf	2	0.20763110947786337
28	kf	3	0.20116725007249522
28	kf	4	0.9615594396964795
28	kf	5	0.10781761111775617
28	kf	6	0.9257578080730541
28	kf	7	0.06882435239770819
29	kd	0	
29	kd	1	
29	kf	0	1.0
29	kf	1	0.242194842344418
30	kd	0	
30	kd	1	
30	kd	2	
30	kd	3	
30	kd	4	
30	kd	5	
30	kd	6	
30	kd	7	
30	kd	8	
30	kd	9	
30	kd	10	
30	kd	11	
30	kf	0	0.5299217929591449
30	kf	1	0.07153191804686185
30	kf	2	0.021085053707780497
30	kf	3	0.2765654521015033
30	kf	4	0.08090584870223472
30	kf	5	1.0
30	kf	6	0.15195675195746697
30	kf	7	0.07666216551287751
30	kf	8	0.647953917064026
30	kf	9	0.09838271397738628
30	kf	10	0.5911346769571102
30	kf	11	0.6134008549327612
31	kd	0	
31	kd	1	
31	kd	2	
31	kd	3	
31	kd	4	
31	kf	0	1.0
31	kf	1	0.852977154479802
31	kf	2	0.037588752212695496
31	kf	3	0.6835493648021768
31	kf	4	0.5487580440233825
32	kd	0	
32	kd	1	
32	kd	2	
32	kd	3	
32	kd	4	
32	kd	5	
32	kf	0	0.015523473291510758
32	kf	1	0.32563737095086814
32	kf	2	0.32222893265985153
32	kf	3	1.0
32	kf	4	0.5652126089784156
32	kf	5	0.6325420986741871
33	kd	0	
33	kd	1	
33	kd	2	
33	kd	3	
33	kd	4	
33	kd	5	
33	kf	0	0.25563778288408345
33	kf	1	0.22878294105158792
33	kf	2	0.6016810507028115
33	kf	3	0.6597837172662159
33	kf	4	1.0
33	kf	5	0.34806781789785535
34	kd	0	
34	kd	1	
34	kd	2	
34	kd	3	
34	kd	4	
34	kd	5	
34	kd	6	
34	kd	7	
34	kd	8	
34	kd	9	
34	kf	0	0.08023088662245588
34	kf	1	0.735167365601794
34	kf	2	0.0807891893058801
34	kf	3	0.0737339695208545
34	kf	4	0.9542252767442313
34	kf	5	0.9474063183226544
34	kf	6	0.5816195089217254
34	kf	7	0.10630417839609864
34	kf	8	1.0
34	kf	9	0.5615262521759924
35	kd	0	
35	kd	1	
35	kd	2	
35	kd	3	
35	kd	4	
35	kd	5	
35	kd	6	
35	kd	7	
35	kd	8	
35	kd	9	
35	kf	0	0.3979901583096628
35	kf	1	0.43930637472191647
35	kf	2	0.1685188801697171
35	kf	3	0.9846504689974331
35	kf	4	0.7349462490995037
35	kf	5	0.8241494153340553
35	kf	6	1.0
35	kf	7	0.44146607470623184
35	kf	8	0.5772595747098479
35	kf	9	0.45413222767672645
36	kd	0	
36	kd	1	
36	kd	2	
36	kd	3	
36	kf	0	1.0
36	kf	1	0.7831690580579415
36	kf	2	0.023859453936445264
36	kf	3	0.8524210994284839
37	kd	0	
37	kd	1	
37	kd	2	
37	kd	3	
37	kd	4	
37	kd	5	
37	kf	0	0.23292255157843372
37	kf	1	0.7820520075455313
37	kf	2	0.704308386695203
37	kf	3	0.31486420908450624
37	kf	4	1.0
37	kf	5	0.7374204787917651
38	kd	0	
38	kd	1	
38	kd	2	
38	kd	3	
38	kd	4	
38	kd	5	
38	kf	0	0.83699247617744
38	kf	1	1.0
38	kf	2	0.9456006085496284
38	kf	3	0.9260777961406025
38	kf	4	0.8344759948154173
38	kf	5	0.6638304814974343
39	kd	0	
39	kd	1	
39	kd	2	
39	kd	3	
39	kd	4	
39	kd	5	
39	kf	0	0.30753298032133886
39	kf	1	0.6182307462181116
39	kf	2	0.21849786558260387
39	kf	3	0.4870231238047172
39	kf	4	1.0
39	kf	5	0.017181028069438182
40	kd	0	
40	kd	1	
40	kd	2	
40	kd	3	
40	kd	4	
40	kd	5	
40	kd	6	
40	kd	7	
40	kd	8	
40	kf	0	0.8441588756364526
40	kf	1	1.0
40	kf	2	0.6376787998040218
40	kf	3	0.627565502240869
40	kf	4	0.46911671321781817
40	kf	5	0.5253205280994969
40	kf	6	0.7026594268576559
40	kf	7	0.31931125834088636
40	kf	8	0.15005780256116175
41	kd	0	
41	kd	1	
41	kd	2	
41	kf	0	1.0
41	kf	1	0.21431258850809692
41	kf	2	0.09581872717810848
42	kd	0	
42	kd	1	
42	kd	2	
42	kd	3	
42	kd	4	
42	kd	5	
42	kf	0	0.2660159317708179
42	kf	1	1.0
42	kf	2	0.6143861603022926
42	kf	3	0.8766715339661412
42	kf	4	0.7380369242701278
42	kf	5	0.7486553405327292
43	kd	0	
43	kd	1	
43	kd	2	
43	kd	3	
43	kd	4	
43	kd	5	
43	kd	6	
43	kd	7	
43	kd	8	
43	kd	9	
43	kd	10	
43	kd	11	
43	kf	0	0.41794490086992075
43	kf	1	0.5694018423915528
43	kf	2	0.3730830033398894
43	kf	3	0.31792002026169913
43	kf	4	1.0
43	kf	5	0.7948071498452717
43	kf	6	0.3417412699219067
43	kf	7	0.8761738405732603
43	kf	8	0.5601462514723475
43	kf	9	0.5023463833062181
43	kf	10	0.8459438038893415
43	kf	11	0.5585706688441852
44	kd	0	
44	kd	1	
44	kd	2	
44	kd	3	
44	kd	4	
44	kd	5	
44	kd	6	
44	kd	7	
44	kf	0	0.22357576831175197
44	kf	1	1.0
44	kf	2	0.640580127795217
44	kf	3	0.7040621952082683
44	kf	4	0.7761378230636303
44	kf	5	0.3491806489346345
44	kf	6	0.7827848905542787
44	kf	7	0.6846413551060491
45	kd	0	
45	kd	1	
45	kd	2	
45	kd	3	
45	kd	4	
45	kd	5	
45	kd	6	
45	kd	7	
45	kd	8	
45	kf	0	0.19389375778980592
45	kf	1	1.0
45	kf	2	0.8130151543076628
45	kf	3	0.6893379573642603
45	kf	4	0.9479600782884855
45	kf	5	0.9209432819078586
45	kf	6	0.563280705341441
45	kf	7	0.5385691735884901
45	kf	8	0.8047454382564508
46	kd	0	
46	kd	1	
46	kd	2	
46	kd	3	
46	kd	4	
46	kd	5	
46	kd	6	
46	kd	7	
46	kd	8	
46	kd	9	
46	kd	10	
46	kd	11	
46	kf	0	0.6396236667493628
46	kf	1	1.0
46	kf	2	0.6378538365227844
46	kf	3	0.15900016577566267
46	kf	4	0.3140528037377906
46	kf	5	0.7479157748355143
46	kf	6	0.27123247736465234
46	kf	7	0.25422897786052967
46	kf	8	0.9079735743987144
46	kf	9	0.7555792053966147
46	kf	10	0.7337617722792714
46	kf	11	0.6288581569818178
47	kd	0	
47	kd	1	
47	kd	2	
47	kf	0	0.3065126968081504
47	kf	1	1.0
47	kf	2	0.2327029563394794
48	kd	0	
48	kd	1	
48	kd	2	
48	kd	3	
48	kd	4	
48	kd	5	
48	kd	6	
48	kf	0	0.514617554799023
48	kf	1	0.2530847689050805
48	kf	2	1.0
48	kf	3	0.00701007332955982
48	kf	4	0.12914930330917698
48	kf	5	0.6458739862410544
48	kf	6	0.41610475520003115
49	kd	0	
49	kd	1	
49	kd	2	
49	kd	3	
49	kd	4	
49	kd	5	
49	kd	6	
49	kd	7	
49	kd	8	
49	kf	0	0.1474169296439675
49	kf	1	0.9944157214490944
49	kf	2	0.8577773312405742
49	kf	3	0.3909069546631789
49	kf	4	0.35311825612473574
49	kf	5	0.2572450571594033
49	kf	6	1.0
49	kf	7	0.6341866632032246
49	kf	8	0.2371487693059546
50	kd	0	
50	kd	1	
50	kd	2	
50	kd	3	
50	kd	4	
50	kd	5	
50	kf	0	0.8100967223334107
50	kf	1	1.0
50	kf	2	0.40184723978384845
50	kf	3	0.6329064913615925
50	kf	4	0.23845234479917304
50	kf	5	0.7519156040740145
51	kd	0	
51	kd	1	
51	kd	2	
51	kd	3	
51	kd	4	
51	kd	5	
51	kd	6	
51	kf	0	0.6791179444589323
51	kf	1	0.0031637002343868933
51	kf	2	0.48962799561378073
51	kf	3	0.5465573428457843
51	kf	4	1.0
51	kf	5	0.09129555185198028
51	kf	6	0.16730678196557947
52	kd	0	
52	kd	1	
52	kd	2	
52	kd	3	
52	kd	4	
52	kd	5	
52	kd	6	
52	kd	7	
52	kd	8	
52	kd	9	
52	kf	0	0.3143674434816947
52	kf	1	0.787281180570065
52	kf	2	0.6365311101693717
52	kf	3	0.36130492896921784
52	kf	4	0.46457864483660744
52	kf	5	0.33429552536974694
52	kf	6	0.8017365990429614
52	kf	7	0.5427392108115054
52	kf	8	1.0
52	kf	9	0.9115702535268523
53	kd	0	
53	kd	1	
53	kd	2	
53	kd	3	
53	kf	0	0.23483318063268932
53	kf	1	1.0
53	kf	2	0.5045100420204649
53	kf	3	0.6340663820645498
54	kd	0	
54	kd	1	
54	kd	2	
54	kd	3	
54	kd	4	
54	kd	5	
54	kd	6	
54	kd	7	
54	kd	8	
54	kf	0	0.9951551394729337
54	kf	1	0.2925084545124922
54	kf	2	0.7409435331060518
54	kf	3	0.09493364091400971
54	kf	4	0.3326887293958419
54	kf	5	1.0
54	kf	6	0.7183974432688507
54	kf	7	0.7483363572776673
54	kf	8	0.3679712600791652
55	kd	0	
55	kd	1	
55	kd	2	
55	kd	3	
55	kd	4	
55	kd	5	
55	kd	6	
55	kd	7	
55	kf	0	0.32741646652430645
55	kf	1	1.0
55	kf	2	0.2933202203439017
55	kf	3	0.5289184420425486
55	kf	4	0.48230157647136124
55	kf	5	0.24213088739514194
55	kf	6	0.8779013724036866
55	kf	7	0.1668480169620464
56	kd	0	
56	kd	1	
56	kd	2	
56	kd	3	
56	kd	4	
56	kd	5	
56	kd	6	
56	kd	7	
56	kd	8	
56	kf	0	0.7409996444819754
56	kf	1	0.27256035217633195
56	kf	2	0.4686196935283487
56	kf	3	1.0
56	kf	4	0.4168458768867368
56	kf	5	0.7888257204307713
56	kf	6	0.30325199228804894
56	kf	7	0.3225495095060818
56	kf	8	0.09763792532362284
57	kd	0	
57	kd	1	
57	kd	2	
57	kd	3	
57	kd	4	
57	kd	5	
57	kd	6	
57	kd	7	
57	kd	8	
57	kd	9	
57	kd	10	
57	kf	0	0.7595003326046723
57	kf	1	0.847939847258964
57	kf	2	0.5808058828501309
57	kf	3	0.3015494573748101
57	kf	4	0.7616738885265208
57	kf	5	1.0
57	kf	6	0.6735314341568535
57	kf	7	0.7807865556359717
57	kf	8	0.23761571289752872
57	kf	9	0.5363027348224576
57	kf	10	0.10016620113389807
58	kd	0	
58	kd	1	
58	kd	2	
58	kd	3	
58	kd	4	
58	kd	5	
58	kd	6	
58	kd	7	
58	kd	8	
58	kd	9	
58	kd	10	
58	kf	0	0.08777334045035845
58	kf	1	0.45491434545236853
58	kf	2	0.24886318764694637
58	kf	3	0.47374094315386295
58	kf	4	1.0
58	kf	5	0.6600381307187054
58	kf	6	0.4001475465700681
58	kf	7	0.9956598045695918
58	kf	8	0.9084262211448102
58	kf	9	0.17994300895575666
58	kf	10	0.4578319164344358
59	kd	0	
59	kd	1	
59	kd	2	
59	kd	3	
59	kf	0	0.22750274472005516
59	kf	1	0.16238156815944402
59	kf	2	0.3507044352432301
59	kf	3	1.0
60	kd	0	
60	kd	1	
60	kd	2	
60	kd	3	
60	kd	4	
60	kd	5	
60	kd	6	
60	kf	0	1.0
60	kf	1	0.23427180796730274
60	kf	2	0.5226436974561041
60	kf	3	0.006133322721562499
60	kf	4	0.02615634423659584
60	kf	5	0.5751361166315393
60	kf	6	0.995697343011506
61	kd	0	
61	kd	1	
61	kd	2	
61	kd	3	
61	kd	4	
61	kd	5	
61	kd	6	
61	kd	7	
61	kd	8	
61	kd	9	
61	kd	10	
61	kf	0	0.1653858295440602
61	kf	1	0.7683377393386474
61	kf	2	0.21374472503259564
61	kf	3	0.38389996901136336
61	kf	4	0.516826499049765
61	kf	5	0.9797230787822409
61	kf	6	1.0
61	kf	7	0.42008707903178766
61	kf	8	0.13173340164872377
61	kf	9	0.9950986129610875
61	kf	10	0.9094572037440806
62	kd	0	
62	kd	1	
62	kd	2	
62	kd	3	
62	kd	4	
62	kd	5	
62	kd	6	
62	kd	7	
62	kd	8	
62	kd	9	
62	kd	10	
62	kd	11	
62	kf	0	0.9721016913648595
62	kf	1	0.43413342273695443
62	kf	2	0.07670823027961837
62	kf	3	0.5952540586674288
62	kf	4	0.018161913659577766
62	kf	5	1.0
62	kf	6	0.9689240156502116
62	kf	7	0.9371857156292286
62	kf	8	0.04762310928574398
62	kf	9	0.15628795570721882
62	kf	10	0.5069845767874018
62	kf	11	0.9227290288650954
63	kd	0	
63	kd	1	
63	kd	2	
63	kd	3	
63	kd	4	
63	kd	5	
63	kf	0	0.7447314616272771
63	kf	1	0.7240899492102898
63	kf	2	0.5215411159603307
63	kf	3	0.9184564449625932
63	kf	4	1.0
63	kf	5	0.18508821113851393
64	kd	0	
64	kd	1	
64	kd	2	
64	kd	3	
64	kd	4	
64	kd	5	
64	kd	6	
64	kd	7	
64	kf	0	0.44827857359222933
64	kf	1	0.6262750540682293
64	kf	2	0.5464302675792526
64	kf	3	0.43616372491552946
64	kf	4	0.7224512499269974
64	kf	5	0.2448986506722911
64	kf	6	1.0
64	kf	7	0.46754545272023873
65	kd	0	
65	kd	1	
65	kd	2	
65	kf	0	0.6618326302689691
65	kf	1	0.1845876028123212
65	kf	2	1.0
66	kd	0	
66	kd	1	
66	kd	2	
66	kd	3	
66	kd	4	
66	kd	5	
66	kd	6	
66	kd	7	
66	kd	8	
66	kd	9	
66	kf	0	0.9183236976651895
66	kf	1	1.0
66	kf	2	0.40435508798575354
66	kf	3	0.6047499782488819
66	kf	4	0.876165724451029
66	kf	5	0.8244141339826137
66	kf	6	0.6137207937924172
66	kf	7	0.7256345397084507
66	kf	8	0.9474729833545267
66	kf	9	0.6941297698418892
67	kd	0	
67	kd	1	
67	kd	2	
67	kd	3	
67	kd	4	
67	kd	5	
67	kd	6	
67	kd	7	
67	kd	8	
67	kf	0	0.5787884238305953
67	kf	1	0.008282086319725379
67	kf	2	0.3859173886013301
67	kf	3	1.0
67	kf	4	0.47595805577405453
67	kf	5	0.6148373442107897
67	kf	6	0.593002182842793
67	kf	7	0.5732012341465236
67	kf	8	0.8332014924727271
68	kd	0	
68	kd	1	
68	kd	2	
68	kd	3	
68	kd	4	
68	kd	5	
68	kd	6	
68	kd	7	
68	kd	8	
68	kd	9	
68	kd	10	
68	kd	11	
68	kf	0	0.015999864109196453
68	kf	1	0.8704056108747837
68	kf	2	0.45707449906534664
68	kf	3	0.8619146172572381
68	kf	4	0.5456248340207919
68	kf	5	0.3864663354383621
68	kf	6	0.4878316139886798
68	kf	7	0.5758459597243423
68	kf	8	1.0
68	kf	9	0.3934848169683148
68	kf	10	0.1305824019393248
68	kf	11	0.7449288749483896
69	kd	0	
69	kd	1	
69	kd	2	
69	kd	3	
69	kd	4	
69	kd	5	
69	kd	6	
69	kd	7	
69	kd	8	
69	kd	9	
69	kd	10	
69	kf	0	0.19729670633252377
69	kf	1	0.14878042226878319
69	kf	2	0.5528187296533025
69	kf	3	0.1069272885542611
69	kf	4	0.8573219529875624
69	kf	5	1.0
69	kf	6	0.6494038658141442
69	kf	7	0.5151439100730693
69	kf	8	0.417130956105683
69	kf	9	0.03913763265458597
69	kf	10	0.6934785420312952
70	kd	0	
70	kd	1	
70	kd	2	
70	kd	3	
70	kd	4	
70	kd	5	
70	kd	6	
70	kd	7	
70	kd	8	
70	kd	9	
70	kf	0	0.27186844576000385
70	kf	1	0.07204756234937822
70	kf	2	0.1679792244410438
70	kf	3	0.8910824223094072
70	kf	4	1.0
70	kf	5	0.4660625327788792
70	kf	6	0.13485908849208958
70	kf	7	0.005912451561428007
70	kf	8	0.9330811142333667
70	kf	9	0.8002734867822185
71	kd	0	
71	kd	1	
71	kd	2	
71	kd	3	
71	kd	4	
71	kd	5	
71	kd	6	
71	kf	0	0.6124767449859507
71	kf	1	1.0
71	kf	2	0.6125406332726212
71	kf	3	0.9647487008652825
71	kf	4	0.19919199625660391
71	kf	5	0.7459657315823596
71	kf	6	0.30683905319730526
72	kd	0	
72	kd	1	
72	kd	2	
72	kf	0	1.0
72	kf	1	0.8052270528837053
72	kf	2	0.7848026870863005
73	kd	0	
73	kd	1	
73	kd	2	
73	kd	3	
73	kd	4	
73	kd	5	
73	kd	6	
73	kd	7	
73	kd	8	
73	kd	9	
73	kd	10	
73	kf	0	0.32570780596563775
73	kf	1	0.4693440039320737
73	kf	2	1.0
73	kf	3	0.32543012299390717
73	kf	4	0.4372388819611767
73	kf	5	0.32684489376657894
73	kf	6	0.48968299976403123
73	kf	7	0.8942542558148948
73	kf	8	0.9666547050832247
73	kf	9	0.5729141040285181
73	kf	10	0.4037952746780102
74	kd	0	
74	kd	1	
74	kf	0	0.2848525057041206
74	kf	1	1.0
75	kd	0	
75	kd	1	
75	kd	2	
75	kd	3	
75	kd	4	
75	kd	5	
75	kd	6	
75	kd	7	
75	kd	8	
75	kd	9	
75	kf	0	0.027496453008551438
75	kf	1	0.2595321599158869
75	kf	2	1.0
75	kf	3	0.8544950266710397
75	kf	4	0.328773619266245
75	kf	5	0.979040846944857
75	kf	6	0.808946294879779
75	kf	7	0.274010552455821
75	kf	8	0.5699188118412825
75	kf	9	0.23773231243017706
76	kd	0	
76	kd	1	
76	kd	2	
76	kd	3	
76	kd	4	
76	kd	5	
76	kd	6	
76	kd	7	
76	kd	8	
76	kd	9	
76	kf	0	0.40163491394211376
76	kf	1	0.5935138950117144
76	kf	2	0.24163625344127504
76	kf	3	0.6640256660982046
76	kf	4	0.42819533670028914
76	kf	5	1.0
76	kf	6	0.015189585038984045
76	kf	7	0.5372189117245493
