realization	parameter	index	value
16	kd	1	
16	kd	2	
16	kd	3	
16	kf	0	1.0
16	kf	1	0.35220301125801673
16	kf	2	0.7313781507393763
16	kf	3	0.8335202233677722
17	kd	0	
17	kd	1	
17	kd	2	
17	kd	3	
17	kd	4	
17	kd	5	
17	kf	0	0.6148790533246137
17	kf	1	0.569053108939098
17	kf	2	0.32140680975181674
17	kf	3	1.0
17	kf	4	0.8683969586014954
17	kf	5	0.6300647741639486
18	kd	0	
18	kd	1	
18	kd	2	
18	kd	3	
18	kd	4	
18	kd	5	
18	kf	0	0.8645113060494991
18	kf	1	0.9986670642507641
18	kf	2	0.1677625145690263
18	kf	3	1.0
18	kf	4	0.6316979483372598
18	kf	5	0.6949271186275414
19	kd	0	
19	kd	1	
19	kd	2	
19	kd	3	
19	kd	4	
19	kd	5	
19	kf	0	0.7506206733106391
19	kf	1	0.9391851515369873
19	kf	2	0.028388039186357357
19	kf	3	1.0
19	kf	4	0.2859841206419931
19	kf	5	0.3296147879670555
20	kd	0	
20	kd	1	
20	kd	2	
20	kd	3	
20	kd	4	
20	kd	5	
20	kd	6	
20	kd	7	
20	kf	0	0.8130309639305807
20	kf	1	0.207190521514194
20	kf	2	0.2534738135737062
20	kf	3	0.6720721738056517
20	kf	4	0.5609796853169255
20	kf	5	1.0
20	kf	6	0.5124911897111784
20	kf	7	0.2447161852135041
21	kd	0	
21	kd	1	
21	kd	2	
21	kd	3	
21	kd	4	
21	kd	5	
21	kf	0	0.7379483183995087
21	kf	1	0.4290894294499855
21	kf	2	0.7135564870663286
21	kf	3	1.0
21	kf	4	0.4708910574562951
21	kf	5	0.6884471189439313
22	kd	0	
22	kd	1	
22	kd	2	
22	kd	3	
22	kd	4	
22	kd	5	
22	kf	0	0.520499015207564
22	kf	1	0.5139575120972565
22	kf	2	1.0
22	kf	3	0.3871528466896785
22	kf	4	0.8052939390178703
22	kf	5	0.328989055364259
23	kd	0	
23	kd	1	
23	kd	2	
23	kd	3	
23	kd	4	
23	kd	5	
23	kd	6	
23	kd	7	
23	kd	8	
23	kf	0	0.421429348701372
23	kf	1	0.1957245962159136
23	kf	2	1.0
23	kf	3	0.4945495965091874
23	kf	4	0.24432521080831868
23	kf	5	0.5329761197786195
23	kf	6	0.8395211933181239
23	kf	7	0.0474894822895941
23	kf	8	0.8766161747797669
24	kd	0	
24	kd	1	
24	kd	2	
24	kd	3	
24	kd	4	
24	kd	5	
24	kf	0	0.6527942271819769
24	kf	1	0.44297276484104475
24	kf	2	0.6457960128614666
24	kf	3	0.9398321482011733
24	kf	4	0.5563107907724786
24	kf	5	1.0
25	kd	0	
25	kd	1	
25	kd	2	
25	kd	3	
25	kd	4	
25	kd	5	
25	kd	6	
25	kd	7	
25	kf	0	1.0
25	kf	1	0.8738404731891415
25	kf	2	0.6350503908105007
25	kf	3	0.7289131559498072
25	kf	4	0.8297696099499154
25	kf	5	0.7438921938540967
25	kf	6	0.49553127854696577
25	kf	7	0.8515889085447289
26	kd	0	
26	kd	1	
26	kd	2	
26	kd	3	
26	kd	4	
26	kd	5	
26	kd	6	
26	kf	0	0.7971611503675172
26	kf	1	1.0
26	kf	2	0.013716544292427552
26	kf	3	0.31443231259278254
26	kf	4	0.680728727527848
26	kf	5	0.3258498545762092
26	kf	6	0.8239156650396694
27	kd	0	
27	kd	1	
27	kd	2	
27	kd	3	
27	kd	4	
27	kd	5	
27	kd	6	
27	kd	7	
27	kd	8	
27	kf	0	0.008925522219584467
27	kf	1	1.0
27	kf	2	0.8733881314273721
27	kf	3	0.27729589305687774
27	kf	4	0.8654795705137297
27	kf	5	0.5226160323219557
27	kf	6	0.32045010802783
27	kf	7	0.6070314200105885
27	kf	8	0.386931219762008
28	kd	0	
28	kd	1	
28	kf	0	0.7341593832705463
28	kf	1	1.0
29	kd	0	
29	kd	1	
29	kd	2	
29	kd	3	
29	kd	4	
29	kd	5	
29	kd	6	
29	kd	7	
29	kd	8	
29	kf	0	1.0
29	kf	1	0.10962486522487537
29	kf	2	0.3441460247939055
29	kf	3	0.9711399235969548
29	kf	4	0.9292186783078734
29	kf	5	0.621886844455088
29	kf	6	0.7475042774284324
29	kf	7	0.3691957633764008
29	kf	8	0.11138676226092441
30	kd	0	
30	kd	1	
30	kd	2	
30	kd	3	
30	kd	4	
30	kd	5	
30	kd	6	
30	kd	7	
30	kd	8	
30	kd	9	
30	kd	10	
30	kf	0	0.8815323857485623
30	kf	1	0.12880710471978268
30	kf	2	0.3178725951064477
30	kf	3	0.6475571023995454
30	kf	4	0.1784623519008127
30	kf	5	0.8819692590889835
30	kf	6	0.3282049406457064
30	kf	7	0.06793687511933717
30	kf	8	1.0
30	kf	9	0.3300111615020367
30	kf	10	0.5805477671169492
31	kd	0	
31	kd	1	
31	kd	2	
31	kd	3	
31	kf	0	0.6709489864001835
31	kf	1	0.44469494289620237
31	kf	2	1.0
31	kf	3	0.2593715182698148
32	kd	0	
32	kd	1	
32	kd	2	
32	kd	3	
32	kf	0	0.4374157418704955
32	kf	1	1.0
32	kf	2	0.017688704006497233
32	kf	3	0.1713702894375216
33	kd	0	
33	kd	1	
33	kd	2	
33	kd	3	
33	kd	4	
33	kd	5	
33	kd	6	
33	kd	7	
33	kd	8	
33	kf	0	0.017462225933685196
33	kf	1	0.26981437841421463
33	kf	2	1.0
33	kf	3	0.8427979505009708
33	kf	4	0.3556346107281639
33	kf	5	0.48429906997733185
33	kf	6	0.296946104888111
33	kf	7	0.5976645425158542
33	kf	8	0.24983697205919375
34	kd	0	
34	kd	1	
34	kd	2	
34	kd	3	
34	kd	4	
34	kd	5	
34	kf	0	0.09176439112747832
34	kf	1	0.3821016529142554
34	kf	2	0.6491807878819226
34	kf	3	0.4604365065995757
34	kf	4	0.7780936107240174
34	kf	5	1.0
35	kd	0	
35	kd	1	
35	kd	2	
35	kf	0	0.4921398029805975
35	kf	1	0.48764674352671566
35	kf	2	1.0
36	kd	0	
36	kd	1	
36	kd	2	
36	kd	3	
36	kd	4	
36	kf	0	0.4217161669004561
36	kf	1	1.0
36	kf	2	0.17364489996578508
36	kf	3	0.07841804044338918
36	kf	4	0.7387464663825789
37	kd	0	
37	kd	1	
37	kd	2	
37	kd	3	
37	kd	4	
37	kf	0	0.5229898711769546
37	kf	1	0.4109184847224223
37	kf	2	0.9047542729313564
37	kf	3	0.5550604549334271
37	kf	4	1.0
38	kd	0	
38	kd	1	
38	kd	2	
38	kd	3	
38	kd	4	
38	kd	5	
38	kf	0	0.9764018724777408
38	kf	1	1.0
38	kf	2	0.5649163574013791
38	kf	3	0.22861285167216683
38	kf	4	0.2538115101735104
38	kf	5	0.9773513154121006
39	kd	0	
39	kd	1	
39	kd	2	
39	kd	3	
39	kd	4	
39	kd	5	
39	kd	6	
39	kd	7	
39	kd	8	
39	kf	0	0.9270786436791647
39	kf	1	1.0
39	kf	2	0.2861358160436174
39	kf	3	0.8260117792595949
39	kf	4	0.44181521317307415
39	kf	5	0.19047544378881937
39	kf	6	0.01745534548014496
39	kf	7	0.1948934440286766
39	kf	8	0.9256915263339534
40	kd	0	
40	kd	1	
40	kd	2	
40	kd	3	
40	kd	4	
40	kd	5	
40	kd	6	
40	kd	7	
40	kd	8	
40	kd	9	
40	kf	0	0.9296146787959176
40	kf	1	0.6068659143239356
40	kf	2	0.18998790560373596
40	kf	3	0.8849172277496459
40	kf	4	1.0
40	kf	5	0.10601282103710452
40	kf	6	0.4744057465738062
40	kf	7	0.7039140556408716
40	kf	8	0.6824916857813218
40	kf	9	0.9458355322083589
41	kd	0	
41	kd	1	
41	kd	2	
41	kd	3	
41	kd	4	
41	kd	5	
41	kd	6	
41	kd	7	
41	kd	8	
41	kf	0	0.3395265538257829
41	kf	1	0.22125523201242933
41	kf	2	0.6767465620385745
41	kf	3	0.2126231647884359
41	kf	4	1.0
41	kf	5	0.2942682629302784
41	kf	6	0.396556806229549
41	kf	7	0.20477994642260872
41	kf	8	0.3574933490439855
42	kd	0	
42	kd	1	
42	kd	2	
42	kd	3	
42	kd	4	
42	kd	5	
42	kf	0	0.24634660027162192
42	kf	1	0.20383363913052602
42	kf	2	1.0
42	kf	3	0.2793945903904741
42	kf	4	0.2998776385957932
42	kf	5	0.8437615017487382
43	kd	0	
43	kd	1	
43	kd	2	
43	kd	3	
43	kd	4	
43	kd	5	
43	kd	6	
43	kd	7	
43	kd	8	
43	kd	9	
43	kf	0	0.7026165492960849
43	kf	1	0.6193389195930133
43	kf	2	0.06083898970748617
43	kf	3	0.8346670355551802
43	kf	4	1.0
43	kf	5	0.8408897622774913
43	kf	6	0.2849629705479048
43	kf	7	0.5217961593715792
43	kf	8	0.9310703126770573
43	kf	9	0.10450248967072401
44	kd	0	
44	kd	1	
44	kd	2	
44	kd	3	
44	kd	4	
44	kf	0	0.26720466059097486
44	kf	1	0.9401233116301285
44	kf	2	1.0
44	kf	3	0.7769134584000489
44	kf	4	0.26987938107359566
45	kd	0	
45	kd	1	
45	kd	2	
45	kd	3	
45	kd	4	
45	kd	5	
45	kd	6	
45	kf	0	1.0
45	kf	1	0.8215694047458445
45	kf	2	0.2484489102935535
45	kf	3	0.25317419769295807
45	kf	4	0.9242218419137899
45	kf	5	0.03518097063683907
45	kf	6	0.4619189844476003
46	kd	0	
46	kd	1	
46	kd	2	
46	kd	3	
46	kd	4	
46	kf	0	0.40943206868338594
46	kf	1	0.06346946807103192
46	kf	2	1.0
46	kf	3	0.5778313170390675
46	kf	4	0.5112372129136922
47	kd	0	
47	kd	1	
47	kd	2	
47	kd	3	
47	kd	4	
47	kd	5	
47	kd	6	
47	kd	7	
47	kd	8	
47	kd	9	
47	kf	0	0.12905637787426064
47	kf	1	0.5219046364614797
47	kf	2	0.308473110250037
47	kf	3	0.6715704480795621
47	kf	4	0.826129867121726
47	kf	5	0.8284781113961972
47	kf	6	0.040912078314521816
47	kf	7	0.4228422652128529
47	kf	8	0.2066463759187393
47	kf	9	1.0
48	kd	0	
48	kd	1	
48	kd	2	
48	kd	3	
48	kd	4	
48	kd	5	
48	kd	6	
48	kd	7	
48	kd	8	
48	kd	9	
48	kd	10	
48	kd	11	
48	kf	0	0.980075160321707
48	kf	1	0.10403434468360555
48	kf	2	0.060095263613973125
48	kf	3	0.08098630697461383
48	kf	4	0.922111318790851
48	kf	5	0.9795048851360499
48	kf	6	0.16714324015086782
48	kf	7	1.0
48	kf	8	0.640082518747934
48	kf	9	0.35456123343312834
48	kf	10	0.7507540462468573
48	kf	11	0.05718421359893738
49	kd	0	
49	kd	1	
49	kd	2	
49	kd	3	
49	kf	0	0.42560966213924256
49	kf	1	0.6250652931728257
49	kf	2	0.5908038877500401
49	kf	3	1.0
50	kd	0	
50	kd	1	
50	kd	2	
50	kd	3	
50	kd	4	
50	kd	5	
50	kd	6	
50	kd	7	
50	kd	8	
50	kf	0	1.0
50	kf	1	0.4750120027588646
50	kf	2	0.22075306413957288
50	kf	3	0.8030719126574954
50	kf	4	0.556923634672252
50	kf	5	0.978684543344037
50	kf	6	0.027308239702610898
50	kf	7	0.9559581710822536
50	kf	8	0.40688594547284485
51	kd	0	
51	kd	1	
51	kd	2	
51	kd	3	
51	kd	4	
51	kd	5	
51	kf	0	0.2650755343318027
51	kf	1	0.09116974031311821
51	kf	2	0.7089147082582041
51	kf	3	1.0
51	kf	4	0.6383799671495314
51	kf	5	0.08661843554521877
52	kd	0	
52	kd	1	
52	kd	2	
52	kd	3	
52	kd	4	
52	kf	0	0.12211267605146729
52	kf	1	1.0
52	kf	2	0.977351320519283
52	kf	3	0.08355043727218713
52	kf	4	0.3692518779053458
53	kd	0	
53	kd	1	
53	kd	2	
53	kd	3	
53	kd	4	
53	kf	0	0.7103063761035685
53	kf	1	0.9788885047662602
53	kf	2	0.24501324398872718
53	kf	3	0.8237753848195566
53	kf	4	1.0
54	kd	0	
54	kd	1	
54	kd	2	
54	kd	3	
54	kd	4	
54	kd	5	
54	kf	0	0.6161945140369424
54	kf	1	0.5185666269422305
54	kf	2	0.6449181154771695
54	kf	3	0.5030324782188859
54	kf	4	1.0
54	kf	5	0.901190564845255
55	kd	0	
55	kd	1	
55	kd	2	
55	kd	3	
55	kd	4	
55	kd	5	
55	kd	6	
55	kd	7	
55	kd	8	
55	kd	9	
55	kd	10	
55	kd	11	
55	kf	0	0.8416619471914721
55	kf	1	0.37454198698367763
55	kf	2	0.8711390919209396
55	kf	3	0.975666818992958
55	kf	4	0.12418588016146176
55	kf	5	0.09377825805889609
55	kf	6	0.34192987790808477
55	kf	7	0.8015934206795513
55	kf	8	0.3900288220628875
55	kf	9	0.4503092058673394
55	kf	10	0.5974342124533257
55	kf	11	1.0
56	kd	0	
56	kd	1	
56	kd	2	
56	kd	3	
56	kd	4	
56	kd	5	
56	kd	6	
56	kd	7	
56	kf	0	0.7517651307284386
56	kf	1	0.004160738515549106
56	kf	2	0.16114674071071353
56	kf	3	0.7474630019048749
56	kf	4	0.7698506522380446
56	kf	5	0.059636882070370795
56	kf	6	1.0
56	kf	7	0.6041044328362344
57	kd	0	
57	kd	1	
57	kd	2	
57	kd	3	
57	kd	4	
57	kd	5	
57	kd	6	
57	kd	7	
57	kf	0	0.9302913012714625
57	kf	1	1.0
57	kf	2	0.27142734700260496
57	kf	3	0.5642227046432047
57	kf	4	0.3539325187539181
57	kf	5	0.7674362442720941
57	kf	6	0.5170678674595297
57	kf	7	0.5328134269604166
58	kd	0	
58	kd	1	
58	kd	2	
58	kd	3	
58	kd	4	
58	kd	5	
58	kd	6	
58	kd	7	
58	kd	8	
58	kf	0	1.0
58	kf	1	0.010776785447826407
58	kf	2	0.5951475517410866
58	kf	3	0.8524578210992618
58	kf	4	0.3445129673717223
58	kf	5	0.7708857227377115
58	kf	6	0.8392746623832229
58	kf	7	0.18943279369341626
58	kf	8	0.05706302230556613
59	kd	0	
59	kd	1	
59	kd	2	
59	kf	0	0.2735742149005567
59	kf	1	0.3633856819669622
59	kf	2	1.0
60	kd	0	
60	kd	1	
60	kd	2	
60	kd	3	
60	kd	4	
60	kf	0	0.8121237539903247
60	kf	1	0.0644524912557188
60	kf	2	0.5710035508896171
60	kf	3	1.0
60	kf	4	0.006403908987827124
61	kd	0	
61	kd	1	
61	kd	2	
61	kd	3	
61	kd	4	
61	kd	5	
61	kf	0	0.22261890520525698
61	kf	1	0.5191623834374972
61	kf	2	0.39711534310085
61	kf	3	0.006127729263890771
61	kf	4	1.0
61	kf	5	0.6515849849490593
62	kd	0	
62	kd	1	
62	kd	2	
62	kf	0	1.0
62	kf	1	0.6553141251376503
62	kf	2	0.5221469632402066
63	kd	0	
63	kd	1	
63	kd	2	
63	kd	3	
63	kd	4	
63	kd	5	
63	kd	6	
63	kd	7	
63	kd	8	
63	kd	9	
63	kd	10	
63	kd	11	
63	kf	0	0.195116511573386
63	kf	1	0.16754662796906253
63	kf	2	0.20420544690161022
63	kf	3	0.31832359823028167
63	kf	4	1.0
63	kf	5	0.8486291102283562
63	kf	6	0.9420503069813857
63	kf	7	0.28416148326797125
63	kf	8	0.5812213036965749
63	kf	9	0.8746419385467522
63	kf	10	0.035643289619573096
63	kf	11	0.8477559561957486
64	kd	0	
64	kd	1	
64	kd	2	
64	kd	3	
64	kd	4	
64	kd	5	
64	kd	6	
64	kf	0	0.5967714139330188
64	kf	1	0.21525343752437587
64	kf	2	0.2694997032560287
64	kf	3	0.1662591522499056
64	kf	4	0.24866094954115628
64	kf	5	0.0826605578662532
64	kf	6	1.0
65	kd	0	
65	kd	1	
65	kf	0	0.9734051763880907
65	kf	1	1.0
66	kd	0	
66	kd	1	
66	kd	2	
66	kd	3	
66	kd	4	
66	kd	5	
66	kd	6	
66	kd	7	
66	kd	8	
66	kd	9	
66	kd	10	
66	kf	0	0.28882273768447947
66	kf	1	0.8728779783089997
66	kf	2	0.6225767792662391
66	kf	3	0.6058181845119797
66	kf	4	0.9674981556577165
66	kf	5	0.17947296625242942
66	kf	6	0.5032827117374579
66	kf	7	0.22652603998297924
66	kf	8	0.5389050037198533
66	kf	9	0.6935493533606195
66	kf	10	1.0
67	kd	0	
67	kd	1	
67	kd	2	
67	kd	3	
67	kd	4	
67	kd	5	
67	kd	6	
67	kd	7	
67	kf	0	1.0
67	kf	1	0.16463085566875194
67	kf	2	0.7972106092647111
67	kf	3	0.4426582578644603
67	kf	4	0.7153086028608896
67	kf	5	0.22108861083618367
67	kf	6	0.5472498934455328
67	kf	7	0.6075724349091788
68	kd	0	
68	kd	1	
68	kd	2	
68	kd	3	
68	kd	4	
68	kd	5	
68	kd	6	
68	kd	7	
68	kd	8	
68	kd	9	
68	kd	10	
68	kf	0	0.5453573265483685
68	kf	1	0.22976697466403834
68	kf	2	0.9953605266217977
68	kf	3	0.41020670446918794
68	kf	4	0.9496578471512646
68	kf	5	0.23051309775606268
68	kf	6	1.0
68	kf	7	0.9720111702714823
68	kf	8	0.7603338570918166
68	kf	9	0.8917217640194587
68	kf	10	0.9778772693861945
69	kd	0	
69	kd	1	
69	kd	2	
69	kd	3	
69	kd	4	
69	kd	5	
69	kd	6	
69	kd	7	
69	kd	8	
69	kf	0	0.0047562644934028816
69	kf	1	0.28716044996366036
69	kf	2	0.5290856546227384
69	kf	3	0.7350155961002321
69	kf	4	0.9899967285743569
69	kf	5	0.6244469093729731
69	kf	6	0.8033724818283177
69	kf	7	1.0
69	kf	8	0.18580500757952387
70	kd	0	
70	kd	1	
70	kd	2	
70	kd	3	
70	kf	0	1.0
70	kf	1	0.4499720737494798
70	kf	2	0.8431530201238668
70	kf	3	0.10023152882893507
71	kd	0	
71	kd	1	
71	kd	2	
71	kd	3	
71	kd	4	
71	kf	0	0.3840722465323064
71	kf	1	1.0
71	kf	2	0.7554569604725044
71	kf	3	0.920231379302458
71	kf	4	0.47866366175857245
72	kd	0	
72	kd	1	
72	kd	2	
72	kd	3	
72	kd	4	
72	kd	5	
72	kd	6	
72	kd	7	
72	kd	8	
72	kd	9	
72	kd	10	
72	kd	11	
72	kf	0	1.0
72	kf	1	0.9796450117378172
72	kf	2	0.6572967983326181
72	kf	3	0.850521670789207
72	kf	4	0.017311400630342238
72	kf	5	0.2954777053609455
72	kf	6	0.009933286664964423
72	kf	7	0.7698786676858359
72	kf	8	0.44333108307128705
72	kf	9	0.9541039756596067
72	kf	10	0.9073142606479776
72	kf	11	0.6892154525300959
73	kd	0	
73	kd	1	
73	kd	2	
73	kd	3	
73	kd	4	
73	kd	5	
73	kd	6	
73	kd	7	
73	kd	8	
73	kd	9	
73	kd	10	
73	kf	0	0.39530885979826963
73	kf	1	1.0
73	kf	2	0.8280045630142177
73	kf	3	0.6377712958479104
73	kf	4	0.8723017577604907
73	kf	5	0.42497255557202923
73	kf	6	0.997000586442059
73	kf	7	0.33506694453849123
73	kf	8	0.5504468641741598
73	kf	9	0.21067862480330476
73	kf	10	0.006135195750085247
74	kd	0	
74	kd	1	
74	kd	2	
74	kd	3	
74	kd	4	
74	kd	5	
74	kd	6	
74	kf	0	0.6850422231462829
74	kf	1	0.9017332002073066
74	kf	2	0.04567085392857729
74	kf	3	0.2349911963539399
74	kf	4	1.0
74	kf	5	0.004340683616805362
74	kf	6	0.5923902669699914
75	kd	0	
75	kd	1	
75	kd	2	
75	kd	3	
75	kd	4	
75	kd	5	
75	kd	6	
75	kd	7	
75	kd	8	
75	kd	9	
75	kd	10	
75	kd	11	
75	kf	0	0.5731451970930912
75	kf	1	0.3638320113840716
75	kf	2	0.7863968010037264
75	kf	3	1.0
75	kf	4	0.7178915906024703
75	kf	5	0.7557006670073959
75	kf	6	0.6294483298398996
75	kf	7	0.6025731664736123
75	kf	8	0.23282055101793422
75	kf	9	0.14159097501350182
75	kf	10	0.28240680966278
75	kf	11	0.15958142519522212
76	kd	0	
76	kd	1	
76	kd	2	
76	kd	3	
76	kf	0	0.5783482498855949
76	kf	1	0.7145197772000564
76	kf	2	1.0
76	kf	3	0.4165959649863599
77	kd	0	
77	kd	1	
77	kd	2	
77	kd	3	
77	kd	4	
77	kd	5	
77	kd	6	
77	kd	7	
77	kd	8	
77	kd	9	
77	kd	10	
77	kf	0	0.316917786651354
77	kf	1	0.8365857288933461
77	kf	2	0.7958912649078972
77	kf	3	0.33854990884913627
77	kf	4	0.13111104085336148
77	kf	5	0.7610682200179332
77	kf	6	0.8764306551317621
77	kf	7	0.585402164277722
77	kf	8	0.6701469837989735
77	kf	9	1.0
77	kf	10	0.35899290259856326
78	kd	0	
78	kd	1	
78	kd	2	
78	kd	3	
78	kd	4	
78	kd	5	
78	kd	6	
78	kd	7	
78	kd	8	
78	kd	9	
78	kf	0	0.5477315760483132
78	kf	1	0.9965170832732777
78	kf	2	0.43134374356990374
78	kf	3	0.01339918010588424
78	kf	4	0.4533873761886517
78	kf	5	1.0
78	kf	6	0.458622811367225
78	kf	7	0.975055474978408
78	kf	8	0.8502145838976131
78	kf	9	0.2513818773494298
79	kd	0	
79	kd	1	
79	kd	2	
79	kd	3	
79	kd	4	
79	kd	5	
79	kd	6	
79	kd	7	
79	kf	0	0.7360248237711658
79	kf	1	0.7787196116044911
79	kf	2	1.0
79	kf	3	0.5623309310029868
79	kf	4	0.21863240741507273
79	kf	5	0.2366896346852693
79	kf	6	0.6427753062965625
79	kf	7	0.6427773004700004
80	kd	0	
80	kd	1	
80	kd	2	
80	kd	3	
80	kd	4	
80	kf	0	0.471845708262718
80	kf	1	1.0
80	kf	2	0.5572143172642772
80	kf	3	0.8776836943798149
80	kf	4	0.8421338595288501
81	kd	0	
81	kd	1	
81	kd	2	
81	kd	3	
81	kd	4	
81	kd	5	
81	kd	6	
81	kd	7	
81	kd	8	
81	kd	9	
81	kf	0	0.5097210385696807
81	kf	1	0.003811844618494083
81	kf	2	0.39863156612461204
81	kf	3	0.8138017627625125
81	kf	4	0.6373991226169065
81	kf	5	0.9059604230941956
81	kf	6	0.3218789027447852
81	kf	7	0.49494179791290827
81	kf	8	0.7712717556789944
81	kf	9	1.0
82	kd	0	
82	kd	1	
82	kd	2	
82	kd	3	
82	kd	4	
82	kd	5	
82	kd	6	
82	kd	7	
82	kd	8	
82	kf	0	0.4249574680027275
82	kf	1	1.0
82	kf	2	0.26539282125571484
82	kf	3	0.27794620842573037
82	kf	4	0.6611627423768139
82	kf	5	0.2260862205773009
82	kf	6	0.28698771267654427
82	kf	7	0.544601712865951
82	kf	8	0.9075833605381848
83	kd	0	
83	kd	1	
83	kd	2	
83	kd	3	
83	kd	4	
83	kd	5	
83	kd	6	
83	kd	7	
83	kd	8	
83	kd	9	
83	kd	10	
83	kf	0	0.9116799790558763
83	kf	1	0.4371776736520973
83	kf	2	0.8843555941143111
83	kf	3	0.8506003832567691
83	kf	4	0.1107806781631053
83	kf	5	0.27226266666441856
83	kf	6	0.6115630020312754
83	kf	7	0.9224739514584683
