realization	parameter	index	value
12	kf	1	0.5954626841858914
12	kf	2	0.8886651799740584
12	kf	3	0.6353380054820746
12	kf	4	0.3394289491437005
12	kf	5	0.6025297333941457
12	kf	6	0.7980747652626276
12	kf	7	1.0
12	kf	8	0.36366607362738035
12	kf	9	0.3183352729057808
12	kf	10	0.22272618069650166
13	kd	0	
13	kd	1	
13	kd	2	
13	kd	3	
13	kd	4	
13	kf	0	0.3708269707159496
13	kf	1	0.19489461435689556
13	kf	2	1.0
13	kf	3	0.6337585136963131
13	kf	4	0.34605113096336676
14	kd	0	
14	kd	1	
14	kd	2	
14	kd	3	
14	kd	4	
14	kd	5	
14	kd	6	
14	kd	7	
14	kd	8	
14	kd	9	
14	kd	10	
14	kd	11	
14	kf	0	0.40650855414993864
14	kf	1	0.16749053068726122
14	kf	2	0.36340876002000283
14	kf	3	0.22336894379775152
14	kf	4	0.18568321249397046
14	kf	5	0.7362309437565429
14	kf	6	0.9509156842805366
14	kf	7	0.0458252802153333
14	kf	8	0.8111015366822487
14	kf	9	1.0
14	kf	10	0.776078044188906
14	kf	11	0.6559111726824336
15	kd	0	
15	kd	1	
15	kd	2	
15	kd	3	
15	kd	4	
15	kd	5	
15	kd	6	
15	kf	0	0.4531755046086435
15	kf	1	1.0
15	kf	2	0.113740965006078
15	kf	3	0.6758254017049194
15	kf	4	0.6660357105600857
15	kf	5	0.9206446445577915
15	kf	6	0.06275223368135899
16	kd	0	
16	kd	1	
16	kd	2	
16	kd	3	
16	kd	4	
16	kd	5	
16	kd	6	
16	kd	7	
16	kd	8	
16	kd	9	
16	kd	10	
16	kd	11	
16	kf	0	0.7190375529458655
16	kf	1	0.7357554492439886
16	kf	2	1.0
16	kf	3	0.7818882654842985
16	kf	4	0.6074650948009288
16	kf	5	0.20351833128248076
16	kf	6	0.7038675096502494
16	kf	7	0.6694958296189042
16	kf	8	0.6203415718476382
16	kf	9	0.2473611066506076
16	kf	10	0.8276337275768617
16	kf	11	0.8926057037925703
17	kd	0	
17	kd	1	
17	kd	2	
17	kd	3	
17	kd	4	
17	kd	5	
17	kd	6	
17	kd	7	
17	kd	8	
17	kd	9	
17	kd	10	
17	kf	0	1.0
17	kf	1	0.8091352890471123
17	kf	2	0.8334357659980733
17	kf	3	0.594303645775863
17	kf	4	0.12469872929486636
17	kf	5	0.6789152045428704
17	kf	6	0.13999304918646333
17	kf	7	0.6877523038580754
17	kf	8	0.6036274342846352
17	kf	9	0.1677465903710089
17	kf	10	0.9767805866444409
18	kd	0	
18	kd	1	
18	kd	2	
18	kd	3	
18	kd	4	
18	kd	5	
18	kf	0	0.4550115880106702
18	kf	1	0.24485887435287326
18	kf	2	0.8612975122267645
18	kf	3	0.23435412569568229
18	kf	4	1.0
18	kf	5	0.44241774096025793
19	kd	0	
19	kd	1	
19	kd	2	
19	kd	3	
19	kd	4	
19	kd	5	
19	kd	6	
19	kd	7	
19	kd	8	
19	kf	0	0.8055451124378007
19	kf	1	0.7561831818137298
19	kf	2	0.019922298037310656
19	kf	3	0.8982481527666493
19	kf	4	0.32692981758754297
19	kf	5	0.789669482033116
19	kf	6	1.0
19	kf	7	0.8717095941423042
19	kf	8	0.8978568592612236
20	kd	0	
20	kd	1	
20	kd	2	
20	kd	3	
20	kf	0	0.921389953977679
20	kf	1	1.0
20	kf	2	0.9944778592127786
20	kf	3	0.039835967932784065
21	kd	0	
21	kd	1	
21	kd	2	
21	kd	3	
21	kd	4	
21	kd	5	
21	kd	6	
21	kd	7	
21	kd	8	
21	kd	9	
21	kd	10	
21	kf	0	0.5524750063751549
21	kf	1	0.13660747002662005
21	kf	2	0.12511452318652022
21	kf	3	0.0659135410898434
21	kf	4	0.8981483221428741
21	kf	5	0.2772577144224151
21	kf	6	1.0
21	kf	7	0.05177107343178344
21	kf	8	0.9193229442367719
21	kf	9	0.8491214743703305
21	kf	10	0.10107393531116796
22	kd	0	
22	kd	1	
22	kd	2	
22	kd	3	
22	kd	4	
22	kd	5	
22	kd	6	
22	kd	7	
22	kd	8	
22	kd	9	
22	kd	10	
22	kf	0	0.26027198576296584
22	kf	1	0.1035636396446617
22	kf	2	0.19817890175428557
22	kf	3	0.2929865154698616
22	kf	4	0.27914708194931526
22	kf	5	1.0
22	kf	6	0.28462300738269314
22	kf	7	0.9042948219068841
22	kf	8	0.7543919849538011
22	kf	9	0.7455282010336499
22	kf	10	0.21644754710891853
23	kd	0	
23	kd	1	
23	kd	2	
23	kd	3	
23	kd	4	
23	kd	5	
23	kd	6	
23	kd	7	
23	kd	8	
23	kd	9	
23	kf	0	1.0
23	kf	1	0.7759816873430876
23	kf	2	0.3663849669834425
23	kf	3	0.7101684501672675
23	kf	4	0.14704110326650033
23	kf	5	0.5144802227196285
23	kf	6	0.5299826737532585
23	kf	7	0.44525769394633724
23	kf	8	0.005231860518419341
23	kf	9	0.10740126130726094
24	kd	0	
24	kd	1	
24	kd	2	
24	kd	3	
24	kd	4	
24	kd	5	
24	kd	6	
24	kd	7	
24	kd	8	
24	kf	0	1.0
24	kf	1	0.5477616769512121
24	kf	2	0.05427489869308239
24	kf	3	0.9395293209702102
24	kf	4	0.34725589912189053
24	kf	5	0.5180834139579434
24	kf	6	0.25978308736097205
24	kf	7	0.39033143545864557
24	kf	8	0.27705685025346277
25	kd	0	
25	kd	1	
25	kd	2	
25	kd	3	
25	kd	4	
25	kd	5	
25	kd	6	
25	kd	7	
25	kd	8	
25	kd	9	
25	kd	10	
25	kd	11	
25	kf	0	0.9222533945141184
25	kf	1	0.9215746584788991
25	kf	2	0.8275488100866261
25	kf	3	1.0
25	kf	4	0.9622452647186466
25	kf	5	0.8429943848947887
25	kf	6	0.4816696394314212
25	kf	7	0.5364943092211832
25	kf	8	0.4166642687218297
25	kf	9	0.7444731717130415
25	kf	10	0.703862039244318
25	kf	11	0.8709790736998464
26	kd	0	
26	kd	1	
26	kd	2	
26	kd	3	
26	kd	4	
26	kd	5	
26	kd	6	
26	kd	7	
26	kd	8	
26	kd	9	
26	kf	0	0.8690425164567526
26	kf	1	0.29910797803318634
26	kf	2	0.5182633842575926
26	kf	3	0.9233404151531991
26	kf	4	0.9203421039985774
26	kf	5	0.3397702108008856
26	kf	6	0.5886133053654189
26	kf	7	0.42197524511027185
26	kf	8	0.9257586191022366
26	kf	9	1.0
27	kd	0	
27	kd	1	
27	kd	2	
27	kd	3	
27	kd	4	
27	kd	5	
27	kd	6	
27	kd	7	
27	kd	8	
27	kf	0	0.6810670986872991
27	kf	1	0.023249543501617623
27	kf	2	1.0
27	kf	3	0.3453744308678214
27	kf	4	0.524641177620512
27	kf	5	0.20270145700545794
27	kf	6	0.2514190057539785
27	kf	7	0.10777615431416547
27	kf	8	0.8815399450858002
28	kd	0	
28	kd	1	
28	kd	2	
28	kd	3	
28	kd	4	
28	kd	5	
28	kd	6	
28	kd	7	
28	kd	8	
28	kf	0	0.5963237647462682
28	kf	1	0.09009939636704595
28	kf	2	0.8623588661310054
28	kf	3	0.47791001732835897
28	kf	4	1.0
28	kf	5	0.22975067839089958
28	kf	6	0.4130872182307289
28	kf	7	0.2941420731997251
28	kf	8	0.8279935439241206
29	kd	0	
29	kd	1	
29	kd	2	
29	kd	3	
29	kd	4	
29	kd	5	
29	kd	6	
29	kd	7	
29	kd	8	
29	kd	9	
29	kf	0	0.5975108817428424
29	kf	1	0.3821970492331871
29	kf	2	0.10228968886983314
29	kf	3	0.6624952402120151
29	kf	4	1.0
29	kf	5	0.4027609358875501
29	kf	6	0.5553198611776959
29	kf	7	0.5693525329559667
29	kf	8	0.504677767663941
29	kf	9	0.1547850469495766
30	kd	0	
30	kd	1	
30	kd	2	
30	kd	3	
30	kd	4	
30	kd	5	
30	kd	6	
30	kd	7	
30	kd	8	
30	kd	9	
30	kf	0	0.8918538194070167
30	kf	1	0.03134783661947809
30	kf	2	0.7593549642536611
30	kf	3	0.6884757338978844
30	kf	4	0.8076776462873732
30	kf	5	0.44900934868429143
30	kf	6	0.5555709828773554
30	kf	7	0.4947719169285558
30	kf	8	1.0
30	kf	9	0.12820806491893405
31	kd	0	
31	kd	1	
31	kd	2	
31	kd	3	
31	kd	4	
31	kd	5	
31	kd	6	
31	kd	7	
31	kd	8	
31	kf	0	0.7230928494352074
31	kf	1	0.5155732715401112
31	kf	2	0.5401770503383384
31	kf	3	0.196049709392407
31	kf	4	1.0
31	kf	5	0.042868214956636855
31	kf	6	0.8532442325035773
31	kf	7	0.4872241438328284
31	kf	8	0.7325320845714094
32	kd	0	
32	kd	1	
32	kd	2	
32	kd	3	
32	kd	4	
32	kd	5	
32	kd	6	
32	kd	7	
32	kf	0	0.6890659695701602
32	kf	1	0.20610650493720975
32	kf	2	1.0
32	kf	3	0.11467936288072975
32	kf	4	0.35663178637607806
32	kf	5	0.3241407810802899
32	kf	6	0.2848006744920287
32	kf	7	0.9314980450538288
33	kd	0	
33	kd	1	
33	kd	2	
33	kd	3	
33	kd	4	
33	kd	5	
33	kd	6	
33	kd	7	
33	kd	8	
33	kf	0	0.8342395941657058
33	kf	1	0.8844051953516259
33	kf	2	1.0
33	kf	3	0.6919555020463986
33	kf	4	0.5225274495326191
33	kf	5	0.10306822278177191
33	kf	6	0.8620486705603809
33	kf	7	0.2569053643621164
33	kf	8	0.5046119892187999
34	kd	0	
34	kd	1	
34	kd	2	
34	kd	3	
34	kd	4	
34	kd	5	
34	kd	6	
34	kd	7	
34	kd	8	
34	kd	9	
34	kd	10	
34	kd	11	
34	kf	0	0.9432222143473836
34	kf	1	0.7249290180261971
34	kf	2	1.0
34	kf	3	0.44577088079042193
34	kf	4	0.4417264780805553
34	kf	5	0.04343106434233688
34	kf	6	0.5825710773145293
34	kf	7	0.543391217673586
34	kf	8	0.3317419069990573
34	kf	9	0.36863511327406717
34	kf	10	0.034546547206073495
34	kf	11	0.792886423745992
35	kd	0	
35	kd	1	
35	kd	2	
35	kd	3	
35	kd	4	
35	kf	0	0.25248351762639754
35	kf	1	0.8716338827313368
35	kf	2	0.9165477173186238
35	kf	3	1.0
35	kf	4	0.5513882908189167
36	kd	0	
36	kd	1	
36	kd	2	
36	kd	3	
36	kd	4	
36	kd	5	
36	kd	6	
36	kd	7	
36	kf	0	0.2500910014475074
36	kf	1	0.8733296239550866
36	kf	2	1.0
36	kf	3	0.8278224950191508
36	kf	4	0.34851646594730906
36	kf	5	0.6633457149387016
36	kf	6	0.16123634532062653
36	kf	7	0.5383027133561782
37	kd	0	
37	kd	1	
37	kd	2	
37	kd	3	
37	kd	4	
37	kd	5	
37	kd	6	
37	kd	7	
37	kd	8	
37	kd	9	
37	kd	10	
37	kf	0	0.8111444958897425
37	kf	1	0.32443046621535715
37	kf	2	1.0
37	kf	3	0.9945591069300699
37	kf	4	0.7927196665833128
37	kf	5	0.7937207299891459
37	kf	6	0.878024799883238
37	kf	7	0.9373456570007894
37	kf	8	0.9201475472915793
37	kf	9	0.1835846074546131
37	kf	10	0.13364899208364303
38	kd	0	
38	kd	1	
38	kd	2	
38	kd	3	
38	kd	4	
38	kd	5	
38	kd	6	
38	kd	7	
38	kd	8	
38	kf	0	0.7377833779096787
38	kf	1	0.2362470063100741
38	kf	2	0.9559823003901172
38	kf	3	0.03047038117249707
38	kf	4	0.26517671460405356
38	kf	5	0.805324047080509
38	kf	6	1.0
38	kf	7	0.21774256080674784
38	kf	8	0.8694221394993361
39	kd	0	
39	kd	1	
39	kd	2	
39	kd	3	
39	kd	4	
39	kd	5	
39	kd	6	
39	kd	7	
39	kd	8	
39	kd	9	
39	kd	10	
39	kf	0	1.0
39	kf	1	0.16282064846388963
39	kf	2	0.7755318363593435
39	kf	3	0.7716198034108357
39	kf	4	0.0528205101973745
39	kf	5	0.98869921458396
39	kf	6	0.590964615382402
39	kf	7	0.6418169397850472
39	kf	8	0.6155535048669929
39	kf	9	0.20994950604767632
39	kf	10	0.798864269270441
40	kd	0	
40	kd	1	
40	kd	2	
40	kd	3	
40	kd	4	
40	kd	5	
40	kd	6	
40	kd	7	
40	kd	8	
40	kd	9	
40	kf	0	0.5724867061536546
40	kf	1	0.20345631479619702
40	kf	2	0.3906787080364298
40	kf	3	0.7488212693481366
40	kf	4	0.8089492802448623
40	kf	5	0.02067061349391334
40	kf	6	1.0
40	kf	7	0.9786615870049813
40	kf	8	0.17683289668718172
40	kf	9	0.3303050686710375
41	kd	0	
41	kd	1	
41	kd	2	
41	kd	3	
41	kd	4	
41	kd	5	
41	kd	6	
41	kd	7	
41	kd	8	
41	kd	9	
41	kf	0	1.0
41	kf	1	0.4182087350642772
41	kf	2	0.773090284301609
41	kf	3	0.610597784479404
41	kf	4	0.992710362238473
41	kf	5	0.5197951609714827
41	kf	6	0.03360412000009437
41	kf	7	0.9321315227355639
41	kf	8	0.4139785555329831
41	kf	9	0.3956911828305022
42	kd	0	
42	kd	1	
42	kd	2	
42	kd	3	
42	kd	4	
42	kd	5	
42	kd	6	
42	kd	7	
42	kd	8	
42	kf	0	0.7942480227491723
42	kf	1	0.07297014219985547
42	kf	2	0.660359675766803
42	kf	3	1.0
42	kf	4	0.6110538042071325
42	kf	5	0.8376166722734414
42	kf	6	0.33957084850665936
42	kf	7	0.5412786938206654
42	kf	8	0.3657278396308124
43	kd	0	
43	kd	1	
43	kd	2	
43	kd	3	
43	kd	4	
43	kd	5	
43	kd	6	
43	kd	7	
43	kd	8	
43	kd	9	
43	kd	10	
43	kd	11	
43	kf	0	0.3104146354086348
43	kf	1	0.9956343295043675
43	kf	2	0.7821071728630272
43	kf	3	0.5534229345568797
43	kf	4	0.9506673539689571
43	kf	5	0.10895988982977828
43	kf	6	1.0
43	kf	7	0.26437559844101877
43	kf	8	0.518800161287466
43	kf	9	0.8791187216129971
43	kf	10	0.6369613313336904
43	kf	11	0.21406962416061368
44	kd	0	
44	kd	1	
44	kd	2	
44	kd	3	
44	kd	4	
44	kd	5	
44	kd	6	
44	kd	7	
44	kd	8	
44	kd	9	
44	kd	10	
44	kd	11	
44	kf	0	1.0
44	kf	1	0.16815043446805777
44	kf	2	0.6153935586949727
44	kf	3	0.05040932216892262
44	kf	4	0.005007104035496689
44	kf	5	0.7139172120581778
44	kf	6	0.8274450494806221
44	kf	7	0.8627330603296512
44	kf	8	0.40002345361350167
44	kf	9	0.9021800606856132
44	kf	10	0.2723475018585276
44	kf	11	0.5355241617016189
45	kd	0	
45	kd	1	
45	kd	2	
45	kd	3	
45	kd	4	
45	kd	5	
45	kd	6	
45	kd	7	
45	kd	8	
45	kd	9	
45	kf	0	0.41386100141722276
45	kf	1	0.019440104917883914
45	kf	2	1.0
45	kf	3	0.9258298039852015
45	kf	4	0.5670480314471089
45	kf	5	0.7671377661350125
45	kf	6	0.14286805107914652
45	kf	7	0.26784643663373764
45	kf	8	0.8879286805308179
45	kf	9	0.7750325458097899
46	kd	0	
46	kd	1	
46	kd	2	
46	kd	3	
46	kd	4	
46	kd	5	
46	kd	6	
46	kd	7	
46	kd	8	
46	kd	9	
46	kd	10	
46	kd	11	
46	kf	0	0.20460043793125776
46	kf	1	0.6884462886773393
46	kf	2	0.019673777972323232
46	kf	3	0.4462570940898223
46	kf	4	0.6223977995455254
46	kf	5	0.8056375679565129
46	kf	6	0.8029353395131028
46	kf	7	0.6471706241787771
46	kf	8	1.0
46	kf	9	0.7016770444173073
46	kf	10	0.5799472360992609
46	kf	11	0.08229011695714439
47	kd	0	
47	kd	1	
47	kd	2	
47	kd	3	
47	kd	4	
47	kd	5	
47	kd	6	
47	kd	7	
47	kd	8	
47	kd	9	
47	kd	10	
47	kf	0	0.9150289408446918
47	kf	1	0.9565585133147448
47	kf	2	0.8246378513102084
47	kf	3	0.2637404581938526
47	kf	4	0.13920680658657483
47	kf	5	0.4375204196472668
47	kf	6	0.14587844024927293
47	kf	7	0.14351019657016265
47	kf	8	0.5732405484093751
47	kf	9	0.8114292079304495
47	kf	10	1.0
48	kd	0	
48	kd	1	
48	kd	2	
48	kd	3	
48	kd	4	
48	kd	5	
48	kd	6	
48	kd	7	
48	kd	8	
48	kf	0	0.32263029538023236
48	kf	1	1.0
48	kf	2	0.40005526804159
48	kf	3	0.10990335763853357
48	kf	4	0.4524931263000935
48	kf	5	0.7060380285664678
48	kf	6	0.8388384861621305
48	kf	7	0.49882608397025463
48	kf	8	0.910539097610459
49	kd	0	
49	kd	1	
49	kd	2	
49	kd	3	
49	kd	4	
49	kd	5	
49	kd	6	
49	kd	7	
49	kd	8	
49	kd	9	
49	kf	0	0.5267908520898951
49	kf	1	1.0
49	kf	2	0.9250747976456279
49	kf	3	0.3420501181243028
49	kf	4	0.953130063411276
49	kf	5	0.2656121530221407
49	kf	6	0.9549335671248979
49	kf	7	0.3495555402913221
49	kf	8	0.39260060219296833
49	kf	9	0.5038294286446512
50	kd	0	
50	kd	1	
50	kd	2	
50	kd	3	
50	kd	4	
50	kd	5	
50	kd	6	
50	kd	7	
50	kf	0	0.9808869469141542
50	kf	1	1.0
50	kf	2	0.316505436508323
50	kf	3	0.85289865385221
50	kf	4	0.7419821118821937
50	kf	5	0.6157816240468302
50	kf	6	0.8921852915778726
50	kf	7	0.012027965017194005
51	kd	0	
51	kd	1	
51	kd	2	
51	kd	3	
51	kd	4	
51	kd	5	
51	kd	6	
51	kd	7	
51	kd	8	
51	kd	9	
51	kd	10	
51	kf	0	0.7514833545317215
51	kf	1	1.0
51	kf	2	0.8591328096538129
51	kf	3	0.9288839050964208
51	kf	4	0.7538429417113328
51	kf	5	0.6881507625021336
51	kf	6	0.37344402627675816
51	kf	7	0.988881734652724
51	kf	8	0.6049268706727602
51	kf	9	0.5757307838311931
51	kf	10	0.0015476651017263554
52	kd	0	
52	kd	1	
52	kd	2	
52	kd	3	
52	kd	4	
52	kd	5	
52	kd	6	
52	kd	7	
52	kd	8	
52	kf	0	0.5154430018766198
52	kf	1	0.06390652057026788
52	kf	2	0.8675963282949478
52	kf	3	1.0
52	kf	4	0.2681290875580892
52	kf	5	0.2150009444189704
52	kf	6	0.7962499906711245
52	kf	7	0.3215602690605675
52	kf	8	0.37375609039929647
53	kd	0	
53	kd	1	
53	kd	2	
53	kd	3	
53	kd	4	
53	kf	0	0.6906317384845401
53	kf	1	1.0
53	kf	2	0.27790246849653333
53	kf	3	0.11578233549068732
53	kf	4	0.1039532606549574
54	kd	0	
54	kd	1	
54	kd	2	
54	kd	3	
54	kd	4	
54	kd	5	
54	kd	6	
54	kd	7	
54	kd	8	
54	kd	9	
54	kd	10	
54	kd	11	
54	kf	0	0.519827414373079
54	kf	1	0.5178241806437861
54	kf	2	1.0
54	kf	3	0.48534496621802725
54	kf	4	0.24208356089072802
54	kf	5	0.22414714155063425
54	kf	6	0.08454558056557672
54	kf	7	0.3881531603867239
54	kf	8	0.1648080412788445
54	kf	9	0.02510893375861328
54	kf	10	0.2212150573596803
54	kf	11	0.2965428857452553
55	kd	0	
55	kd	1	
55	kd	2	
55	kd	3	
55	kd	4	
55	kd	5	
55	kd	6	
55	kd	7	
55	kd	8	
55	kd	9	
55	kf	0	0.812018863566897
55	kf	1	1.0
55	kf	2	0.6215388817512867
55	kf	3	0.530068200165625
55	kf	4	0.8993079384591938
55	kf	5	0.5135818636390395
55	kf	6	0.8507805263724857
55	kf	7	0.6722557924603778
55	kf	8	0.27120794401622084
55	kf	9	0.11746229290460891
56	kd	0	
56	kd	1	
56	kd	2	
56	kd	3	
56	kd	4	
56	kd	5	
56	kf	0	0.1331927684575166
56	kf	1	0.6460003530919046
56	kf	2	0.9005799631862743
56	kf	3	0.7668553036218794
56	kf	4	0.37460696835973584
56	kf	5	1.0
57	kd	0	
57	kd	1	
57	kd	2	
57	kd	3	
57	kd	4	
57	kd	5	
57	kd	6	
57	kd	7	
57	kf	0	0.7486693678876961
57	kf	1	0.5133105122886868
57	kf	2	0.8714624278207711
57	kf	3	0.861129448129316
57	kf	4	1.0
57	kf	5	0.493859994845928
57	kf	6	0.26109454002726523
57	kf	7	0.1427731023224438
58	kd	0	
58	kd	1	
58	kd	2	
58	kd	3	
58	kd	4	
58	kd	5	
58	kd	6	
58	kd	7	
58	kf	0	0.04247900510987877
58	kf	1	0.6276576154940708
58	kf	2	0.26778187968749345
58	kf	3	0.40652994311682605
58	kf	4	0.28869216541976805
58	kf	5	0.07179128985782461
58	kf	6	0.7429640879176455
58	kf	7	1.0
59	kd	0	
59	kd	1	
59	kd	2	
59	kd	3	
59	kd	4	
59	kd	5	
59	kd	6	
59	kd	7	
59	kd	8	
59	kd	9	
59	kd	10	
59	kd	11	
59	kf	0	0.3851755017232956
59	kf	1	0.22080997932184634
59	kf	2	1.0
59	kf	3	0.6768890297105163
59	kf	4	0.23979619721980502
59	kf	5	0.8119554786587903
59	kf	6	0.6282005392227077
59	kf	7	0.7850836747151582
59	kf	8	0.2537833690784891
59	kf	9	0.8284735331681345
59	kf	10	0.7658813694158498
59	kf	11	0.6860909318465003
60	kd	0	
60	kd	1	
60	kd	2	
60	kd	3	
60	kd	4	
60	kd	5	
60	kd	6	
60	kd	7	
60	kd	8	
60	kd	9	
60	kd	10	
60	kd	11	
60	kf	0	0.38175418366841585
60	kf	1	1.0
60	kf	2	0.35161299498248744
60	kf	3	0.6766895195163783
60	kf	4	0.6919111647832898
60	kf	5	0.621796932429875
60	kf	6	0.9808632491109734
60	kf	7	0.5064924602402652
60	kf	8	0.8859208490937837
60	kf	9	0.4666072566228042
60	kf	10	0.4954755717243271
60	kf	11	0.028363479173933597
61	kd	0	
61	kd	1	
61	kd	2	
61	kd	3	
61	kd	4	
61	kd	5	
61	kd	6	
61	kd	7	
61	kd	8	
61	kd	9	
61	kf	0	0.9111463077552306
61	kf	1	0.8124079273761682
61	kf	2	0.4254823149086353
61	kf	3	0.29733486528124575
61	kf	4	0.831461969045933
61	kf	5	1.0
61	kf	6	0.35580756644748984
61	kf	7	0.7647273808859723
61	kf	8	0.5687375313047469
61	kf	9	0.6426761954353667
62	kd	0	
62	kd	1	
62	kd	2	
62	kd	3	
62	kd	4	
62	kd	5	
62	kd	6	
62	kd	7	
62	kd	8	
62	kf	0	0.6426822332217533
62	kf	1	0.8629249039093456
62	kf	2	0.9119406506237514
62	kf	3	0.6071910215327856
62	kf	4	0.858768359477497
62	kf	5	0.7244257886016899
62	kf	6	0.29189414179560436
62	kf	7	0.4253779748148697
62	kf	8	1.0
63	kd	0	
63	kd	1	
63	kd	2	
63	kd	3	
63	kd	4	
63	kd	5	
63	kd	6	
63	kd	7	
63	kd	8	
63	kf	0	0.7171213713045229
63	kf	1	0.5108237825246928
63	kf	2	0.7981504521004454
63	kf	3	0.40474673009421797
63	kf	4	0.7510575049730734
63	kf	5	0.9898788468115056
63	kf	6	1.0
63	kf	7	0.48518150013441136
63	kf	8	0.7975823497138663
64	kd	0	
64	kd	1	
64	kd	2	
64	kd	3	
